order_id,warehouse,shipping_mode,distance_km,weight_kg,promised_days,actual_days,cost_inr,delayed,customer_rating
QC100668,Pune,Air,255.6,3.77,1.5,0.3,5040.98,0,4.4
QC100669,Mumbai,Air,724.4,2.7,2.4,0.98,14469.66,0,5.0
QC100670,Delhi-NCR,Road,1133.1,1.05,3.3,3.44,8465.32,1,3.3
QC100671,Mumbai,Road,361.3,3.34,1.5,1.02,2828.58,0,4.1
QC100672,Hyderabad,Road,350.2,7.72,1.8,1.39,2845.96,0,4.5
QC100673,Bangalore,Air,568.6,1.14,2.0,0.44,11242.6,0,4.1
QC100674,Mumbai,Road,1253.3,1.68,3.5,3.45,9490.43,0,4.6
QC100675,Hyderabad,Road,8.6,3.88,1.0,0.3,129.83,0,5.0
QC100676,Hyderabad,Rail,1262.7,3.07,3.6,4.58,6884.02,1,3.3
QC100677,Delhi-NCR,Road,222.1,3.84,1.3,1.17,1699.26,0,4.4
QC100678,Hyderabad,ROAD,1386.2,,3.5,3.64,10590.08,1,3.7
QC100679,Hyderabad,Road,1337.1,6.03,3.8,3.31,10395.12,0,5.0
QC100680,Hyderabad,Rail,696.6,3.09,2.3,3.04,3824.32,1,3.1
QC100681,Hyderabad,Road,721.7,4.56,2.5,2.03,5512.56,0,
QC100682,Pune,Air,678.3,3.64,2.3,0.53,13522.85,0,4.8
QC100683,Pune,Air,892.5,3.34,2.7,1.65,17675.79,0,4.6
QC100684,Delhi-NCR,Road,134.3,4.38,1.2,0.62,1059.75,0,3.5
QC100685,Mumbai,Air,53.4,3.36,0.9,0.3,1129.66,0,
QC100686,Hyderabad,Road,88.3,1.47,0.8,1.16,708.22,1,3.6
QC100687,Mumbai,Road,626.6,5.77,2.4,1.95,4873.19,0,4.7
QC100688,Mumbai,Air,391.6,4.91,1.4,1.36,7811.81,0,3.8
QC100689,Delhi-NCR,Rail,873.9,0.85,2.8,2.91,4719.31,1,3.4
QC100690,Hyderabad,Road,1389.5,2.03,4.1,3.74,10619.38,0,4.8
QC100691,Hyderabad,Road,545.8,5.61,1.8,1.83,4341.69,1,2.9
QC100692,Bangalore,Road,806.8,1.0,2.5,2.4,6095.87,0,4.1
QC100693,Mumbai,ROAD,586.5,5.29,2.0,2.32,4567.49,1,3.7
QC100694,Mumbai,Road,1187.4,2.76,3.4,3.09,9045.73,0,4.1
QC100695,Pune,Road,1263.9,,3.8,3.32,9845.78,0,4.3
QC100696,Bangalore,Road,1229.3,3.0,3.3,2.39,9443.61,0,3.9
QC100697,Pune,Road,1364.3,1.95,3.7,3.64,10408.59,0,5.0
QC100698,Pune,Road,46.3,3.61,1.1,0.45,460.28,0,4.7
QC100699,Pune,Road,1177.0,2.95,3.3,3.44,8919.63,1,3.2
QC100700,Delhi-NCR,Road,1054.5,1.85,3.0,3.03,8117.08,1,3.1
QC100701,Delhi-NCR,Air,326.3,11.37,1.6,0.6,6734.48,0,3.8
QC100702,Pune,Road,1339.2,1.68,3.8,2.96,10285.89,0,4.3
QC100703,Bangalore,Rail,214.3,0.78,1.2,0.42,1140.87,0,4.7
QC100704,Mumbai,Rail,953.9,7.76,3.0,3.76,5216.21,1,2.9
QC100705,Bangalore,Road,321.0,2.12,1.3,1.24,2558.76,0,4.5
QC100706,Hyderabad,Air,608.5,2.51,1.9,1.13,12149.13,0,4.2
QC100707,Delhi-NCR,Road,1009.1,2.42,2.9,2.72,7724.45,0,5.0
QC100708,Mumbai,Road,792.1,2.13,2.6,2.58,6060.79,0,4.1
QC100709,Mumbai,Road,603.1,1.9,2.2,2.11,4719.12,0,4.8
QC100710,Hyderabad,Road,462.3,1.65,1.6,1.37,3598.19,0,5.0
QC100711,Hyderabad,Road,1176.8,3.12,3.5,2.92,8951.48,0,4.2
QC100712,Pune,Road,208.2,2.36,1.3,0.77,1623.47,0,4.1
QC100713,Delhi-NCR,Air,606.7,4.66,2.0,1.0,12082.59,0,4.9
QC100714,Delhi-NCR,Air,1266.0,4.01,3.4,1.84,25153.84,0,3.5
QC100715,Bangalore,Road,1185.4,1.72,3.4,2.92,9099.63,0,4.6
QC100716,Pune,Air,566.1,3.21,2.2,1.4,11235.8,0,
QC100717,Pune,Road,1070.2,2.34,3.1,2.67,8239.85,0,5.0
QC100718,Pune,Road,1153.8,1.66,3.2,2.7,8829.58,0,4.3
QC100719,Pune,Air,1245.3,4.54,3.2,1.6,24943.51,0,4.4
QC100720,Delhi-NCR,Road,766.0,2.79,2.7,1.83,5917.48,0,4.0
QC100721,Delhi-NCR,Road,292.6,2.35,1.6,1.64,2279.81,1,2.5
QC100722,Pune,Road,363.4,1.8,1.6,1.44,2922.98,0,5.0
QC100723,Bangalore,Road,419.6,1.62,1.9,1.24,3157.24,0,4.3
QC100724,Mumbai,Rail,834.6,9.91,2.7,2.57,4678.62,0,5.0
QC100725,Mumbai,Road,53.7,3.67,0.8,1.05,419.89,1,2.9
QC100726,Bangalore,Rail,893.4,1.56,2.8,3.08,4890.54,1,3.0
QC100727,Pune,Road,515.2,3.57,1.8,1.64,3975.88,0,4.0
QC100728,Delhi-NCR,Road,419.0,5.68,1.6,1.91,3342.4,1,3.2
QC100729,Mumbai,Road,1232.3,3.32,3.6,3.5,9517.34,0,5.0
QC100730,Hyderabad,Road,648.3,6.85,2.3,2.26,5129.62,0,4.9
QC100731,Hyderabad,Road,140.3,1.19,0.9,0.87,1126.19,0,3.6
QC100732,Bangalore,Rail,1158.8,,3.1,3.5,6260.46,1,3.9
QC100733,Pune,Air,74.3,3.51,0.9,0.3,1450.46,0,4.7
QC100734,Mumbai,Road,1019.6,3.55,2.9,2.74,7924.39,0,4.6
QC100735,Pune,Rail,1085.3,0.41,3.2,3.41,5952.54,1,3.0
QC100736,Mumbai,Air,498.8,2.07,1.9,0.62,9857.23,0,4.1
QC100737,Bangalore,Air,1156.1,1.64,3.5,0.67,22964.45,0,4.5
QC100738,Bangalore,Road,725.8,,2.4,1.58,5505.55,0,4.1
QC100739,Hyderabad,Road,652.9,1.64,2.1,1.94,5036.41,0,5.0
QC100740,Pune,Road,71.2,4.3,0.7,1.12,646.65,1,3.0
QC100741,Hyderabad,Road,411.7,1.63,1.7,1.69,3153.27,0,3.4
QC100742,Pune,Road,1304.0,1.67,3.4,3.84,10011.36,1,2.6
QC100743,Hyderabad,Air,553.4,1.14,1.9,1.41,11028.73,0,3.8
QC100744,Delhi-NCR,Road,769.0,6.43,2.4,2.64,5992.03,1,3.2
QC100745,Delhi-NCR,ROAD,748.6,3.9,2.4,2.52,5756.48,1,3.4
QC100746,Delhi-NCR,Rail,829.9,0.67,2.4,2.73,4420.09,1,3.3
QC100747,Delhi-NCR,Rail,93.4,1.67,0.9,1.83,510.97,1,3.5
QC100748,Mumbai,Road,512.1,4.13,2.1,1.08,3921.42,0,4.3
QC100749,Delhi-NCR,Rail,1014.6,6.48,3.2,3.69,5572.84,1,3.2
QC100750,Bangalore,Road,287.2,4.98,1.7,1.45,2258.81,0,5.0
QC100751,Bangalore,Road,291.4,2.43,1.4,1.46,2321.2,1,3.9
QC100752,Mumbai,Road,22.0,0.94,0.9,0.3,189.63,0,4.6
QC100753,Delhi-NCR,Road,617.0,5.06,2.3,1.98,4963.97,0,4.9
QC100754,Delhi-NCR,Road,1236.8,2.51,3.3,3.32,9385.88,1,2.3
QC100755,Delhi-NCR,Road,80.2,3.13,1.1,0.3,688.67,0,4.0
QC100756,Hyderabad,Road,274.0,2.7,1.6,1.31,2117.61,0,4.2
QC100757,Pune,Road,439.6,1.33,1.6,1.28,3329.52,0,4.0
QC100758,Hyderabad,Road,1026.6,3.74,3.2,3.6,7919.02,1,2.5
QC100759,Pune,Air,899.8,3.44,3.1,1.48,17871.68,0,4.6
QC100760,Delhi-NCR,Road,587.0,2.33,2.2,2.09,4597.16,0,5.0
QC100761,Delhi-NCR,Road,1064.6,3.99,3.2,3.03,8221.49,0,4.4
QC100762,Hyderabad,Road,856.6,1.32,2.5,2.65,6535.18,1,3.6
QC100763,Hyderabad,Road,1255.3,2.56,3.7,3.42,9669.18,0,4.4
QC100764,Pune,Road,1146.7,3.05,3.1,3.15,8813.38,1,3.1
QC100765,Bangalore,Air,359.9,1.06,1.6,1.36,7077.57,0,4.9
QC100766,Pune,Road,385.8,2.9,1.7,1.02,2988.66,0,3.7
QC100767,Hyderabad,Road,182.5,4.67,0.7,0.98,1494.04,1,2.4
QC100768,Hyderabad,Air,477.1,2.5,1.9,1.11,9495.92,0,3.7
QC100769,Mumbai,Road,1399.4,2.94,4.2,3.34,10778.15,0,4.8
QC100770,Hyderabad,Air,572.8,4.21,1.7,1.56,11385.63,0,4.4
QC100771,Mumbai,Road,314.9,2.38,1.5,1.5,2470.88,1,3.5
QC100772,Bangalore,Road,1069.4,2.51,2.8,2.38,8233.3,0,5.0
QC100773,Pune,Road,763.1,1.48,2.3,2.36,5872.05,1,2.7
QC100774,Pune,Road,216.2,2.98,1.0,0.8,1709.51,0,5.0
QC100775,Mumbai,Air,537.9,2.46,2.0,0.49,10825.27,0,4.2
QC100776,Pune,Air,584.9,4.05,2.2,0.85,11720.53,0,4.1
QC100777,Hyderabad,Air,1057.3,4.21,3.2,1.97,21028.04,0,4.4
QC100778,Delhi-NCR,Air,36.8,4.83,0.7,0.66,767.57,0,4.5
QC100779,Mumbai,Road,382.5,2.21,1.5,1.37,2948.37,0,4.3
QC100780,Pune,Air,728.5,0.81,2.4,1.37,14535.83,0,4.7
QC100781,Mumbai,Road,382.2,4.69,1.5,1.48,2974.47,0,4.4
QC100782,Mumbai,Road,882.8,3.89,2.5,1.95,6813.5,0,4.3
QC100783,Delhi-NCR,Road,678.8,2.05,2.2,2.24,5216.44,1,3.1
QC100784,Hyderabad,Road,511.5,4.19,1.8,1.78,4010.47,0,4.5
QC100785,Mumbai,Road,1329.3,1.26,3.8,3.66,10165.63,0,3.7
QC100786,Pune,Rail,888.0,5.57,2.9,2.77,4906.07,0,
QC100787,Bangalore,Road,188.9,2.46,1.6,0.56,1464.51,0,4.2
QC100788,Mumbai,Road,787.6,1.83,2.6,2.2,6136.95,0,4.7
QC100789,Mumbai,Road,1094.8,2.07,3.3,2.61,8371.3,0,5.0
QC100790,Delhi-NCR,Air,994.2,2.61,2.9,1.33,19790.8,0,4.3
QC100791,Hyderabad,Road,247.5,,1.3,1.17,1911.91,0,3.5
QC100792,Bangalore,Air,1361.6,3.09,4.0,1.4,26964.08,0,4.0
QC100793,Pune,Road,632.7,2.32,2.1,2.38,4839.87,1,3.6
QC100794,Bangalore,Road,229.4,3.39,1.3,1.57,1713.24,1,2.8
QC100795,Pune,Road,258.8,3.02,1.5,1.52,2060.5,1,2.6
QC100796,Hyderabad,Air,144.7,2.04,1.1,0.3,2831.94,0,4.7
QC100797,Pune,Air,1126.5,1.86,3.5,1.21,22316.7,0,4.6
QC100798,Delhi-NCR,ROAD,177.9,4.33,1.3,1.02,1484.57,0,3.7
QC100799,Delhi-NCR,Road,182.2,4.11,1.3,0.36,1511.57,0,4.0
QC100800,Delhi-NCR,Road,1191.9,3.11,3.3,3.18,9088.12,0,5.0
QC100801,Delhi-NCR,Road,487.7,5.23,1.9,1.76,3843.68,0,4.8
QC100802,Bangalore,Road,51.0,0.93,0.8,0.47,475.32,0,3.8
QC100803,Hyderabad,Air,80.2,2.14,1.0,0.39,1588.27,0,3.4
QC100804,Pune,Road,205.9,1.5,1.2,0.5,1632.95,0,4.5
QC100805,Pune,Road,305.0,11.63,1.6,1.09,2473.99,0,4.3
QC100806,Delhi-NCR,Road,933.9,4.61,2.8,2.97,7250.45,1,3.4
QC100807,Delhi-NCR,ROAD,227.0,2.86,1.6,1.21,1795.91,0,4.7
QC100808,Mumbai,Rail,173.5,4.81,1.1,1.28,1063.15,1,2.8
QC100809,Hyderabad,Road,1072.5,5.87,3.1,3.25,8346.23,1,3.1
QC100810,Bangalore,Air,942.1,5.83,2.9,0.99,18677.31,0,4.0
QC100811,Pune,Air,614.0,5.22,2.3,0.98,12259.35,0,4.0
QC100812,Mumbai,Road,772.6,2.57,2.6,1.87,6043.82,0,4.7
QC100813,Mumbai,Rail,442.3,2.22,1.8,1.65,2297.26,0,4.5
QC100814,Pune,Road,679.6,1.69,2.3,1.67,5287.38,0,3.6
QC100815,Bangalore,Rail,713.3,4.06,2.4,2.73,4021.0,1,3.7
QC100816,Mumbai,Road,547.0,2.73,1.8,1.61,4144.61,0,4.2
QC100817,Mumbai,Road,1269.9,2.34,3.7,3.66,9716.61,0,4.8
QC100818,Hyderabad,Air,30.4,2.27,0.7,0.46,673.84,0,3.9
QC100819,Bangalore,Rail,1096.8,7.17,3.0,2.84,5998.61,0,3.9
QC100820,Mumbai,Air,181.1,5.32,1.2,0.56,3763.41,0,4.5
QC100821,Bangalore,Road,1118.2,9.01,3.2,3.09,8779.94,0,3.9
QC100822,Pune,Road,865.3,4.13,2.8,2.47,6610.79,0,4.3
QC100823,Delhi-NCR,Rail,1181.8,3.11,3.4,4.14,6393.12,1,2.7
QC100824,Mumbai,Road,143.7,2.96,1.1,0.65,1198.78,0,4.2
QC100825,Hyderabad,Air,786.1,1.63,2.3,1.18,15637.96,0,4.4
QC100826,Pune,Air,705.5,,2.3,1.12,14127.39,0,4.4
QC100827,Bangalore,Road,991.0,4.07,3.0,2.28,7601.62,0,
QC100828,Pune,Road,751.7,1.71,2.5,1.82,5868.84,0,4.6
QC100829,Mumbai,Road,760.7,3.41,2.4,2.68,5825.9,1,3.4
QC100830,Bangalore,Road,606.0,5.87,2.2,1.99,4771.58,0,4.4
QC100831,Delhi-NCR,Rail,437.9,2.02,1.7,1.79,2454.56,1,3.0
QC100832,Pune,Road,679.3,10.04,2.3,2.18,5197.73,0,4.9
QC100833,Mumbai,Rail,172.9,1.66,1.3,0.51,1018.21,0,4.6
QC100834,Hyderabad,Road,1346.4,5.44,3.7,2.94,10480.95,0,3.9
QC100835,Bangalore,Rail,1002.5,3.88,2.9,3.41,5549.09,1,3.6
QC100836,Pune,Road,1333.8,6.15,3.8,3.62,10437.47,0,4.8
QC100837,Pune,Road,323.6,1.54,1.3,1.3,2561.17,0,4.4
QC100838,Delhi-NCR,Road,1232.0,11.99,3.7,3.72,9608.39,1,3.3
QC100839,Delhi-NCR,Air,1133.8,2.7,3.3,2.91,22572.18,0,3.4
QC100840,Hyderabad,Air,950.6,4.51,2.9,1.7,18867.42,0,4.0
QC100841,Hyderabad,Air,878.0,7.15,2.8,0.85,17518.05,0,4.8
QC100842,Mumbai,Road,448.6,2.09,1.9,0.84,3519.32,0,4.0
QC100843,Mumbai,Road,1144.4,4.93,3.3,3.39,8870.28,1,3.2
QC100844,Hyderabad,Road,706.1,1.89,2.5,2.6,5516.75,1,2.9
QC100845,Hyderabad,Road,106.7,6.95,0.9,1.11,1090.68,1,3.4
QC100846,Bangalore,Road,443.5,1.9,1.9,1.1,3358.73,0,4.6
QC100847,Delhi-NCR,Rail,1309.9,3.07,3.5,4.62,7109.02,1,3.5
QC100848,Mumbai,Rail,1192.1,3.61,3.5,3.31,6521.3,0,3.8
QC100849,Delhi-NCR,Rail,1374.8,4.81,3.8,4.92,7482.71,1,3.4
QC100850,Delhi-NCR,Air,882.2,9.79,2.5,1.72,17639.24,0,5.0
QC100851,Hyderabad,Road,352.5,2.29,1.6,1.23,2784.39,0,4.8
QC100852,Bangalore,Road,234.6,5.95,1.3,1.46,1940.36,1,3.3
QC100853,Pune,ROAD,268.2,9.8,1.2,1.24,2242.97,1,2.3
QC100854,Bangalore,Air,35.6,3.32,0.6,0.49,773.5,0,4.3
QC100855,Bangalore,Road,551.8,2.16,2.0,1.12,4246.72,0,5.0
QC100856,Delhi-NCR,Road,274.5,1.06,1.6,1.41,2203.28,0,5.0
QC100857,Bangalore,Road,581.0,9.3,2.1,1.43,4711.85,0,4.6
QC100858,Mumbai,Road,1309.5,2.59,3.6,3.5,10125.42,0,4.0
QC100859,Delhi-NCR,Rail,607.3,1.65,2.3,3.08,3240.16,1,3.3
QC100860,Mumbai,Air,1230.2,1.33,3.6,1.62,24366.17,0,4.8
QC100861,Pune,Road,850.9,1.65,2.8,2.11,6551.06,0,4.9
QC100862,Delhi-NCR,Rail,352.0,5.22,1.7,2.02,1938.32,1,3.5
QC100863,Pune,Air,503.3,5.67,2.0,0.98,10072.15,0,4.8
QC100864,Delhi-NCR,Road,124.8,4.44,1.2,1.78,1035.97,1,3.3
QC100865,Hyderabad,Road,472.2,3.25,1.8,1.82,3735.88,1,3.2
QC100866,Bangalore,Road,951.1,1.42,2.6,2.2,7271.58,0,4.2
QC100867,Hyderabad,Road,108.4,1.94,1.0,1.19,933.98,1,3.5
QC100868,Pune,Rail,293.9,1.55,1.6,1.42,1557.52,0,4.9
QC100869,Bangalore,Road,539.0,4.24,1.9,1.65,4150.6,0,4.8
QC100870,Delhi-NCR,Rail,1375.0,1.59,3.8,4.29,7430.86,1,2.7
QC100871,Bangalore,Road,1100.5,1.96,3.0,2.68,8456.98,0,3.8
QC100872,Mumbai,ROAD,1029.0,2.69,3.0,2.74,7775.28,0,5.0
QC100873,Bangalore,Road,169.7,1.1,1.2,0.83,1345.56,0,4.5
QC100874,Mumbai,Road,1095.1,3.09,3.3,2.63,8535.7,0,4.5
QC100875,Bangalore,Road,1101.1,2.82,3.1,2.85,8513.25,0,4.5
QC100876,Mumbai,Rail,844.7,6.11,2.6,2.38,4658.72,0,5.0
QC100877,Pune,Road,1386.6,1.84,4.0,3.18,10575.53,0,4.2
QC100878,Hyderabad,Road,460.8,1.38,1.9,1.98,3441.18,1,3.9
QC100879,Delhi-NCR,Road,1318.3,2.4,3.7,4.08,10029.61,1,3.4
QC100880,Bangalore,Road,1281.3,,3.8,2.57,9821.99,0,3.6
QC100881,Hyderabad,Road,24.0,3.08,0.8,0.3,365.45,0,4.0
QC100882,Delhi-NCR,Road,634.6,0.98,2.2,1.78,4709.31,0,4.1
QC100883,Delhi-NCR,Road,1368.1,2.09,3.9,3.9,10545.6,0,4.9
QC100884,Mumbai,Road,151.5,1.72,1.0,1.35,1149.27,1,3.9
QC100885,Pune,Road,770.5,4.22,2.5,2.23,5950.16,0,4.6
QC100886,Pune,Road,1370.7,1.85,3.8,3.31,10462.89,0,4.1
QC100887,Hyderabad,Road,781.2,1.06,2.9,2.49,5913.21,0,3.9
QC100888,Pune,Road,272.2,2.66,1.4,1.16,2137.75,0,5.0
QC100889,Bangalore,Rail,818.4,3.64,2.8,2.0,4500.65,0,3.8
QC100890,Pune,Air,292.6,2.55,1.6,0.3,5879.48,0,4.3
QC100891,Hyderabad,Road,731.4,2.08,2.2,1.78,5531.54,0,5.0
QC100892,Pune,ROAD,111.1,2.01,0.8,1.84,938.53,1,3.0
QC100893,Bangalore,Rail,850.8,3.21,2.7,2.97,4705.61,1,2.7
QC100894,Mumbai,Air,727.4,1.76,2.6,0.76,14459.67,0,3.5
QC100895,Hyderabad,Road,1038.3,2.47,3.1,3.46,7962.2,1,4.5
QC100896,Mumbai,Rail,885.9,4.71,2.7,2.62,4887.15,0,4.6
QC100897,Mumbai,Road,773.1,1.38,2.4,2.62,5929.43,1,2.9
QC100898,Mumbai,Road,968.2,2.93,2.7,2.63,7517.58,0,4.3
QC100899,Delhi-NCR,Air,208.4,1.03,1.1,0.3,4122.87,0,4.1
QC100900,Delhi-NCR,Road,836.7,3.44,2.4,2.95,6469.16,1,2.4
QC100901,Mumbai,Rail,247.6,1.67,1.2,1.34,1262.8,1,3.7
QC100902,Hyderabad,Air,1296.3,5.54,3.5,1.89,25784.78,0,4.4
QC100903,Bangalore,ROAD,103.1,1.24,1.1,0.84,766.06,0,4.8
QC100904,Bangalore,Road,607.1,,2.1,1.83,4745.62,0,4.4
QC100905,Pune,ROAD,976.6,6.25,3.0,3.07,7630.8,1,3.4
QC100906,Hyderabad,Road,645.6,1.62,2.2,3.15,4931.4,1,2.2
QC100907,Delhi-NCR,Air,136.2,1.79,1.2,0.97,2730.85,0,4.9
QC100908,Mumbai,Road,778.3,1.7,2.3,2.29,5995.06,0,3.9
QC100909,Pune,Road,901.2,2.24,2.9,2.46,6956.58,0,4.0
QC100910,Bangalore,Air,987.7,4.1,2.7,1.12,19677.65,0,4.1
QC100911,Delhi-NCR,Road,527.6,2.14,1.9,1.43,4114.2,0,3.4
QC100912,Delhi-NCR,Air,792.6,1.53,2.5,1.49,15698.23,0,4.1
QC100913,Mumbai,Road,635.4,0.89,2.3,1.5,4972.73,0,4.1
QC100914,Bangalore,Rail,943.5,7.86,3.1,2.69,5281.5,0,4.2
QC100915,Hyderabad,Road,820.3,8.23,2.7,2.79,6507.74,1,2.4
QC100916,Delhi-NCR,Road,739.9,4.2,2.6,2.35,5756.64,0,4.9
QC100917,Mumbai,Road,355.3,1.85,1.5,1.12,2775.69,0,4.6
QC100918,Hyderabad,Road,10.8,4.7,1.0,0.3,160.19,0,4.0
QC100919,Bangalore,Air,250.3,5.31,1.5,0.98,5024.89,0,4.1
QC100920,Delhi-NCR,Air,171.0,2.58,0.8,0.3,3490.76,0,4.8
QC100921,Hyderabad,Road,633.1,3.08,2.1,1.85,4914.53,0,4.3
QC100922,Hyderabad,Road,860.3,6.29,2.8,1.89,6686.62,0,3.8
QC100923,Hyderabad,Road,304.6,1.12,1.4,1.33,2288.99,0,4.4
QC100924,Delhi-NCR,Road,1315.2,5.47,3.5,3.69,10253.05,1,2.8
QC100925,Delhi-NCR,Road,17.3,2.5,1.2,0.78,184.1,0,4.0
QC100926,Pune,Rail,1083.0,1.54,3.2,3.03,5802.32,0,
QC100927,Bangalore,Road,878.3,1.62,2.7,2.58,6753.04,0,4.9
QC100928,Mumbai,Road,528.0,1.79,1.8,0.94,4059.36,0,5.0
QC100929,Hyderabad,Road,78.3,1.45,0.9,0.78,610.58,0,5.0
QC100930,Pune,Air,881.5,8.7,2.6,1.26,17644.88,0,4.4
QC100931,Mumbai,Air,544.8,4.03,2.2,0.84,10847.61,0,5.0
QC100932,Pune,Rail,1311.3,5.69,3.7,4.15,7165.11,1,3.6
QC100933,Delhi-NCR,Road,762.5,4.21,2.4,2.81,5990.65,1,2.8
QC100934,Hyderabad,Road,1316.0,3.12,3.8,4.19,10019.19,1,3.3
QC100935,Mumbai,Rail,314.9,3.14,1.4,1.39,1753.9,0,4.1
QC100936,Mumbai,Air,1018.2,2.37,3.1,0.91,20258.75,0,3.8
QC100937,Mumbai,Road,867.2,2.49,2.7,2.61,6716.52,0,3.8
QC100938,Mumbai,Air,1037.3,1.29,3.1,1.2,20622.96,0,4.3
QC100939,Mumbai,Air,306.8,5.75,1.5,1.09,6299.43,0,4.8
QC100940,Pune,Road,933.7,1.01,2.9,2.41,7262.92,0,4.9
QC100941,Hyderabad,Air,701.3,1.59,2.5,0.73,13845.03,0,3.8
QC100942,Delhi-NCR,ROAD,1042.0,,3.2,3.22,8055.56,1,3.1
QC100943,Delhi-NCR,Road,463.2,3.26,1.8,1.08,3621.77,0,4.6
QC100944,Delhi-NCR,ROAD,1247.0,3.34,3.5,3.47,9518.42,0,4.5
QC100945,Delhi-NCR,Air,125.3,,1.3,0.33,2444.55,0,4.7
QC100946,Pune,Air,1131.6,1.19,3.3,1.57,22446.07,0,4.2
QC100947,Bangalore,Air,1207.0,1.3,3.4,1.01,23956.02,0,5.0
QC100948,Hyderabad,Road,1145.6,,3.2,2.92,8907.91,0,4.4
QC100949,Mumbai,Air,721.7,1.75,2.4,1.46,14367.27,0,4.8
QC100950,Bangalore,Air,618.2,2.87,2.0,0.84,12407.19,0,4.2
QC100951,Delhi-NCR,Air,1394.8,4.02,4.0,2.27,27710.73,0,4.4
QC100952,Bangalore,Air,327.0,6.91,1.4,0.36,6530.8,0,3.6
QC100953,Hyderabad,Air,769.3,4.89,2.7,1.13,15369.49,0,4.0
QC100954,Mumbai,Road,941.6,1.65,2.8,2.63,7313.0,0,4.3
QC100955,Mumbai,Road,983.6,2.4,2.8,3.33,7591.21,1,3.4
QC100956,Hyderabad,Road,292.0,2.04,1.5,1.22,2357.55,0,5.0
QC100957,Hyderabad,Road,918.4,1.63,2.7,2.68,7047.7,0,4.2
QC100958,Delhi-NCR,Air,1147.2,1.42,3.3,2.07,22772.87,0,3.7
QC100959,Mumbai,Air,77.6,8.15,0.9,0.3,1672.72,0,5.0
QC100960,Bangalore,Road,1276.8,3.02,3.7,3.2,9964.62,0,4.9
QC100961,Pune,Road,49.1,2.63,0.9,1.12,473.43,1,2.7
QC100962,Pune,Air,503.5,4.02,1.7,0.59,9974.66,0,4.6
QC100963,Hyderabad,Road,30.0,4.14,0.8,0.84,415.18,1,
QC100964,Delhi-NCR,Road,115.4,5.88,1.2,1.64,944.66,1,3.4
QC100965,Pune,Road,1276.3,1.92,3.8,3.77,9799.08,0,4.6
QC100966,Mumbai,Road,502.0,3.83,1.9,1.74,3937.34,0,4.1
QC100967,Hyderabad,Road,599.3,1.74,2.0,1.92,4648.96,0,4.7
QC100968,Bangalore,Road,307.8,2.68,1.6,0.92,2431.93,0,4.2
QC100969,Hyderabad,Road,839.2,3.11,2.7,2.17,6407.88,0,3.1
QC100970,Bangalore,Rail,836.0,3.3,2.8,3.19,4603.02,1,
QC100971,Hyderabad,Road,526.1,3.21,2.0,2.37,4148.48,1,2.5
QC100972,Hyderabad,Air,471.6,,1.8,0.56,9489.47,0,4.9
QC100973,Hyderabad,Road,1239.9,2.1,3.6,3.62,9444.93,1,2.7
QC100974,Bangalore,Road,541.5,3.35,2.0,1.67,4163.44,0,3.2
QC100975,Bangalore,Air,695.0,1.91,2.2,1.4,13732.71,0,3.5
QC100976,Hyderabad,Road,402.4,17.33,1.7,1.71,3410.69,1,3.3
QC100977,Pune,Road,1103.2,1.74,3.2,3.02,8377.7,0,4.5
QC100978,Delhi-NCR,Road,561.2,1.97,2.1,1.79,4261.28,0,3.7
QC100979,Delhi-NCR,Road,722.9,5.1,2.5,2.54,5582.08,1,2.8
QC100980,Delhi-NCR,Road,360.7,2.32,1.4,1.39,2693.31,0,4.4
QC100981,Bangalore,Road,1382.8,5.1,3.6,3.38,10668.55,0,4.9
QC100982,Bangalore,Air,413.8,3.29,1.7,0.62,8126.07,0,3.8
QC100983,Pune,Road,1080.9,2.36,3.2,2.83,8340.49,0,4.6
QC100984,Delhi-NCR,Air,603.1,1.91,2.2,0.62,11951.94,0,3.5
QC100985,Delhi-NCR,Air,295.1,1.87,1.5,0.86,5839.2,0,4.6
QC100986,Hyderabad,Rail,1121.2,2.37,3.5,3.79,6069.5,1,3.7
QC100987,Bangalore,Road,472.4,2.71,1.8,2.2,3659.02,1,3.6
QC100988,Delhi-NCR,Air,1212.3,1.82,3.4,1.3,24071.87,0,4.9
QC100989,Pune,Road,1282.0,2.81,3.5,3.67,9936.91,1,3.8
QC100990,Pune,Road,1204.9,1.56,3.5,3.22,9306.4,0,5.0
QC100991,Delhi-NCR,Road,56.7,4.73,0.9,1.64,652.8,1,3.4
QC100992,Bangalore,AIR,1104.0,5.3,2.9,1.53,21995.12,0,5.0
QC100993,Pune,Road,580.6,1.97,2.1,2.01,4485.47,0,3.9
QC100994,Hyderabad,Road,1224.2,1.9,3.5,3.42,9371.91,0,4.3
QC100995,Pune,Road,896.0,3.34,2.7,2.29,6889.09,0,4.3
QC100996,Mumbai,Air,1168.4,6.42,3.4,1.57,23282.22,0,3.9
QC100997,Mumbai,Air,703.2,7.33,2.2,0.43,13995.33,0,3.2
QC100998,Bangalore,Air,752.8,1.29,2.7,0.44,14942.4,0,4.8
QC100999,Delhi-NCR,Road,209.0,5.49,1.3,1.57,1696.54,1,2.8
QC101000,Bangalore,Road,1099.3,2.9,2.9,2.03,8418.16,0,4.2
QC101001,Bangalore,Air,591.8,2.93,2.1,0.7,11707.31,0,
